summary,components,story_points,priority,issuetype,created_year,created_month,num_comments,project,status,created_date,key,created_dayofweek,num_components,resolution_days,assignee,num_labels
Support provisioning images specified in volumes.,,3.0,Major,Task,2015,8,2,Mesos,Resolved,2015-08-24,MESOS-3310,0,0,2.07,Jie Yu,0
Define the container rootfs directories within the slave work_dir.,,2.0,Major,Task,2015,8,2,Mesos,Resolved,2015-08-24,MESOS-3308,0,0,6.99,Yan Xu,1
Configurable size of completed task / framework history,,3.0,Major,Bug,2015,8,26,Mesos,Resolved,2015-08-24,MESOS-3307,0,0,1189.81,Kevin Klues,1
Remove remnants of LIBPROCESS_STATISTICS_WINDOW,,1.0,Trivial,Improvement,2015,8,2,Mesos,Resolved,2015-08-21,MESOS-3304,4,0,1192.52,Greg Mann,2
Add a protobuf to represent time with integer precision.,,1.0,Major,Task,2015,8,2,Mesos,Resolved,2015-08-19,MESOS-3299,2,0,8.05,Joseph Wu,0
Failing ROOT_ tests on CentOS 7.1 - MesosContainerizerLaunchTest,"containerization,docker,test",5.0,Blocker,Bug,2015,8,1,Mesos,Resolved,2015-08-18,MESOS-3297,1,3,3.02,Greg Mann,2
Failing ROOT_ tests on CentOS 7.1 - LinuxFilesystemIsolatorTest,"containerization,docker,test",5.0,Blocker,Bug,2015,8,10,Mesos,Resolved,2015-08-18,MESOS-3296,1,3,92.09,Greg Mann,2
Failing ROOT_ tests on CentOS 7.1 - ContainerizerTest,"containerization,docker,test",5.0,Blocker,Bug,2015,8,3,Mesos,Resolved,2015-08-18,MESOS-3295,1,3,26.69,Marco Massenzio,2
Failing ROOT_ tests on CentOS 7.1 - UserCgroupIsolatorTest,"containerization,docker,test",5.0,Blocker,Bug,2015,8,4,Mesos,Resolved,2015-08-18,MESOS-3294,1,3,9.02,Timothy Chen,2
Failing ROOT_ tests on CentOS 7.1 - LimitedCpuIsolatorTest,"containerization,docker,test",5.0,Blocker,Bug,2015,8,6,Mesos,Resolved,2015-08-18,MESOS-3293,1,3,78.02,Jian Qiu,2
Master should drop HTTP calls when it's recovering,,3.0,Major,Bug,2015,8,2,Mesos,Resolved,2015-08-18,MESOS-3290,1,0,0.06,Vinod Kone,0
Add DockerRegistry unit tests,docker,5.0,Major,Task,2015,8,2,Mesos,Resolved,2015-08-18,MESOS-3289,1,1,1195.8,Jojy Varghese,1
Implement docker registry client,docker,5.0,Major,Task,2015,8,3,Mesos,Resolved,2015-08-18,MESOS-3288,1,1,1195.81,Jojy Varghese,1
downloadWithHadoop tries to access Error() for a valid Try<bool>,,1.0,Major,Bug,2015,8,2,Mesos,Resolved,2015-08-18,MESOS-3287,1,0,1196.19,Marco Massenzio,2
JSON representation of Protobuf should use base64 encoding for 'bytes' fields.,stout,3.0,Major,Bug,2015,8,2,Mesos,Resolved,2015-08-17,MESOS-3284,0,1,0.07,Benjamin Mahler,1
Create a user doc for Scheduler HTTP API,,3.0,Major,Documentation,2015,8,2,Mesos,Resolved,2015-08-17,MESOS-3281,0,0,0.43,Vinod Kone,0
Master fails to access replicated log after network partition,"master,replicated log",8.0,Major,Bug,2015,8,8,Mesos,Resolved,2015-08-17,MESOS-3280,0,2,1196.84,Neil Conway,1
EventCall Test Framework is flaky,HTTP API,5.0,Major,Bug,2015,8,24,Mesos,Resolved,2015-08-16,MESOS-3273,6,1,176.17,Anand Mazumdar,3
JSON serialization/deserialization of bytes is incorrect,,2.0,Major,Bug,2015,8,2,Mesos,Resolved,2015-08-14,MESOS-3267,4,0,0.12,Vinod Kone,0
Stopping/Completing maintenance needs to reactivate agents.,"agent,master",5.0,Major,Task,2015,8,2,Mesos,Resolved,2015-08-14,MESOS-3266,4,2,1199.56,Joris Van Remoortere,1
Starting maintenance needs to deactivate agents and kill tasks.,"agent,master",8.0,Major,Task,2015,8,2,Mesos,Resolved,2015-08-14,MESOS-3265,4,2,1199.56,Joris Van Remoortere,1
HTTPTest.NestedGet is flaky,,2.0,Major,Bug,2015,8,2,Mesos,Resolved,2015-08-14,MESOS-3262,4,0,0.05,Vinod Kone,0
Cgroup CHECK fails test harness,test,2.0,Major,Bug,2015,8,3,Mesos,Resolved,2015-08-12,MESOS-3254,2,1,33.74,Paul Brett,0
Ignore no statistics condition for containers with no qdisc,containerization,2.0,Major,Bug,2015,8,2,Mesos,Resolved,2015-08-11,MESOS-3252,1,1,1.4,Paul Brett,0
"http::get API evaluates ""host"" wrongly",libprocess,1.0,Major,Bug,2015,8,2,Mesos,Resolved,2015-08-11,MESOS-3251,1,1,1202.74,Jojy Varghese,1
HTTP requests with nested path are not properly handled by libprocess,,2.0,Major,Bug,2015,8,2,Mesos,Resolved,2015-08-07,MESOS-3237,4,0,4.0,Vinod Kone,0
Updated slave task label decorator hook to pass in ExecutorInfo.,,1.0,Major,Task,2015,8,2,Mesos,Resolved,2015-08-07,MESOS-3236,4,0,3.89,Kapil Arya,0
Implement image chroot support into command executor,containerization,3.0,Major,Improvement,2015,8,1,Mesos,Resolved,2015-08-07,MESOS-3227,4,1,1207.45,Timothy Chen,1
some variables in version.hpp use `Type &var` instead of `Type& var`,,1.0,Minor,Bug,2015,8,1,Mesos,Resolved,2015-08-07,MESOS-3225,4,0,1207.48,Benjamin Mahler,2
Implement token manager for docker registry,"containerization,docker",4.0,Major,Task,2015,8,1,Mesos,Resolved,2015-08-06,MESOS-3223,3,2,1207.64,Jojy Varghese,1
Implement docker registry client,"containerization,docker",5.0,Major,Task,2015,8,2,Mesos,Resolved,2015-08-06,MESOS-3222,3,2,1207.65,Jojy Varghese,1
Design doc for docker registry token manager,"containerization,docker",2.0,Major,Task,2015,8,1,Mesos,Resolved,2015-08-05,MESOS-3213,2,2,1208.66,Jojy Varghese,1
As a Java developer I want a simple way to obtain information about Master from ZooKeeper,,2.0,Major,Story,2015,8,1,Mesos,Resolved,2015-08-05,MESOS-3212,2,0,1208.73,Marco Massenzio,1
As a Python developer I want a simple way to obtain information about Master from ZooKeeper,,2.0,Major,Story,2015,8,1,Mesos,Resolved,2015-08-05,MESOS-3211,2,0,1208.73,Marco Massenzio,1
C++ style guide is not rendered correctly (code section syntax disregarded),"project website,webui",1.0,Minor,Bug,2015,8,6,Mesos,Resolved,2015-08-05,MESOS-3207,2,2,1209.13,Bernd Mathiske,1
No need to checkpoint container root filesystem path.,,3.0,Major,Task,2015,8,2,Mesos,Resolved,2015-08-04,MESOS-3205,1,0,3.02,Jie Yu,0
MasterAuthorizationTest.DuplicateRegistration test is flaky,test,1.0,Major,Bug,2015,8,3,Mesos,Resolved,2015-08-04,MESOS-3203,1,1,2.07,Vinod Kone,0
Libev handle_async can deadlock with run_in_event_loop,libprocess,3.0,Blocker,Bug,2015,8,5,Mesos,Resolved,2015-08-04,MESOS-3201,1,1,13.22,Joris Van Remoortere,2
Remove unused 'fatal' and 'fatalerror' macros,"libprocess,stout",1.0,Major,Task,2015,8,2,Mesos,Resolved,2015-08-04,MESOS-3200,1,2,0.77,Michael Park,0
Validate Quota Requests.,,3.0,Major,Task,2015,8,3,Mesos,Resolved,2015-08-04,MESOS-3199,1,0,1209.95,Jörg Schad,1
"MemIsolatorTest/{0,1}.MemUsage fails on OS X",test,2.0,Major,Bug,2015,8,2,Mesos,Resolved,2015-08-03,MESOS-3197,0,1,1210.53,Artem Harutyunyan,1
Always set TaskStatus.executor_id when sending a status update message from Executor,,1.0,Major,Task,2015,8,6,Mesos,Resolved,2015-08-03,MESOS-3196,0,0,1210.56,Kapil Arya,1
Fix master metrics for scheduler calls,,3.0,Major,Bug,2015,8,2,Mesos,Resolved,2015-08-03,MESOS-3195,0,0,5.23,Vinod Kone,0
Implement a 'read-only' AppC Image Store,,5.0,Major,Task,2015,8,2,Mesos,Resolved,2015-08-03,MESOS-3194,0,0,10.12,Yan Xu,1
ContainerInfo::Image::AppC::id should be optional,,1.0,Major,Bug,2015,8,2,Mesos,Resolved,2015-08-03,MESOS-3192,0,0,10.12,Yan Xu,1
Implement a utility for computing hash,,2.0,Major,Task,2015,8,3,Mesos,Resolved,2015-08-03,MESOS-3191,0,0,1210.7,Jojy Varghese,1
TimeTest.Now fails with --enable-libevent,libprocess,2.0,Major,Bug,2015,8,5,Mesos,Resolved,2015-08-03,MESOS-3189,0,1,1210.71,Joris Van Remoortere,4
Refactor Subprocess logic in linux/perf.cpp to use common subroutine,agent,3.0,Major,Bug,2015,7,8,Mesos,Resolved,2015-07-31,MESOS-3185,4,1,44.89,Paul Brett,0
Make Master::registerFramework() and Master::reregisterFramework() call into Master::subscribe(),,3.0,Major,Improvement,2015,7,2,Mesos,Resolved,2015-07-30,MESOS-3182,3,0,4.76,Vinod Kone,0
Create a test abstraction for preparing test rootfs.,,3.0,Major,Task,2015,7,2,Mesos,Resolved,2015-07-30,MESOS-3179,3,0,8.09,Jie Yu,0
Perform a self bind mount of rootfs itself in fs::chroot::enter.,,2.0,Major,Bug,2015,7,2,Mesos,Resolved,2015-07-30,MESOS-3178,3,0,3.83,Jie Yu,0
Fetcher logs erroneous message when successfully extracting an archive,fetcher,1.0,Minor,Bug,2015,7,3,Mesos,Resolved,2015-07-30,MESOS-3174,3,1,31.93,Guangya Liu,1
"Mark Path::basename, Path::dirname as const functions.",stout,1.0,Trivial,Improvement,2015,7,2,Mesos,Resolved,2015-07-29,MESOS-3173,2,1,1215.92,Jan Schlicht,2
Fetcher Tests use EXPECT while subsequent logic relies on the outcome.,,1.0,Minor,Bug,2015,7,2,Mesos,Resolved,2015-07-29,MESOS-3171,2,0,1215.97,Jörg Schad,1
FrameworkInfo should only be updated if the re-registration is valid,master,2.0,Major,Bug,2015,7,7,Mesos,Resolved,2015-07-29,MESOS-3169,2,1,1216.18,Guangya Liu,4
MesosZooKeeperTest fixture can have side effects across tests,test,2.0,Major,Bug,2015,7,6,Mesos,Resolved,2015-07-28,MESOS-3168,1,1,0.15,Vinod Kone,0
Design doc for versioning the HTTP API,,3.0,Major,Documentation,2015,7,1,Mesos,Resolved,2015-07-28,MESOS-3167,1,0,12.96,Vinod Kone,0
Design doc for docker image registry client,containerization,3.0,Major,Bug,2015,7,1,Mesos,Resolved,2015-07-28,MESOS-3166,1,1,1216.78,Jojy Varghese,1
Persist and recover quota to/from Registry,"master,replicated log",5.0,Major,Task,2015,7,2,Mesos,Resolved,2015-07-28,MESOS-3165,1,2,1216.8,Alex R,1
Introduce QuotaInfo message,master,3.0,Major,Task,2015,7,5,Mesos,Resolved,2015-07-28,MESOS-3164,1,1,1216.81,Jörg Schad,1
Provide a means to check http connection equality for streaming connections.,libprocess,3.0,Major,Task,2015,7,2,Mesos,Resolved,2015-07-28,MESOS-3162,1,1,0.9,Benjamin Mahler,1
Libprocess Process: Join runqueue workers during finalization,libprocess,3.0,Major,Improvement,2015,7,2,Mesos,Resolved,2015-07-27,MESOS-3158,0,1,1217.62,Greg Mann,4
"Enable Mesos Agent Node to use arbitrary script / module to figure out IP, HOSTNAME",agent,1.0,Major,Story,2015,7,3,Mesos,Resolved,2015-07-27,MESOS-3154,0,1,1217.75,Marco Massenzio,1
Need for HTTP delete requests,,1.0,Major,Improvement,2015,7,2,Mesos,Resolved,2015-07-27,MESOS-3152,0,0,1217.95,Jörg Schad,1
Resolve issue with hanging tests with Zookeeper,,1.0,Major,Bug,2015,7,2,Mesos,Resolved,2015-07-25,MESOS-3148,5,0,1220.48,Marco Massenzio,3
Add a new API call to the allocator to update available resources,,8.0,Major,Task,2015,7,2,Mesos,Resolved,2015-07-24,MESOS-3146,4,0,1220.62,Michael Park,1
Using a unresolvable hostname crashes the framework on registration,,1.0,Major,Task,2015,7,2,Mesos,Resolved,2015-07-24,MESOS-3145,4,0,1220.63,Michael Park,1
Update Homebrew formula for Mesos (Mac OSX),,1.0,Trivial,Task,2015,7,6,Mesos,Resolved,2015-07-24,MESOS-3144,4,0,1220.71,Marco Massenzio,2
Disable endpoints rule fails to recognize HTTP path delegates,"agent,libprocess,master",2.0,Major,Bug,2015,7,2,Mesos,Resolved,2015-07-24,MESOS-3143,4,3,1221.09,haosdent,3
As a Developer I want a better way to run shell commands,stout,2.0,Major,Story,2015,7,3,Mesos,Resolved,2015-07-24,MESOS-3142,4,1,1221.25,Marco Massenzio,2
Compiler warning when mocking function type has an enum return type.,,3.0,Major,Bug,2015,7,10,Mesos,Resolved,2015-07-24,MESOS-3141,4,0,1221.46,haosdent,1
Implement Docker remote puller,,5.0,Major,Improvement,2015,7,2,Mesos,Resolved,2015-07-23,MESOS-3140,3,0,1221.66,Jojy Varghese,1
Incorporate CMake into standard documentation,cmake,13.0,Major,Task,2015,7,26,Mesos,Resolved,2015-07-23,MESOS-3139,3,1,1221.71,Alex Clemmer,4
PersistentVolumeTest.SlaveRecovery test fails on OSX,,2.0,Major,Bug,2015,7,4,Mesos,Resolved,2015-07-23,MESOS-3138,3,0,0.46,Jie Yu,1
Publish MasterInfo to ZK using JSON,master,2.0,Major,Story,2015,7,2,Mesos,Resolved,2015-07-23,MESOS-3135,3,1,1222.23,Marco Massenzio,1
Port bootstrap to CMake,cmake,5.0,Major,Bug,2015,7,2,Mesos,Resolved,2015-07-23,MESOS-3134,3,1,1222.28,Alex Clemmer,3
Isolator::prepare() should return Executor environment vars as well,,2.0,Major,Task,2015,7,2,Mesos,Resolved,2015-07-23,MESOS-3133,3,0,1222.35,Kapil Arya,1
Allow slave to forward messages through the master for HTTP schedulers.,"agent,master",5.0,Major,Task,2015,7,2,Mesos,Resolved,2015-07-22,MESOS-3132,2,2,2.01,Benjamin Mahler,1
Master should send heartbeats on the subscription connection,,3.0,Major,Task,2015,7,4,Mesos,Resolved,2015-07-22,MESOS-3131,2,0,22.05,Vinod Kone,0
Custom isolators should implement Isolator instead of IsolatorProcess.,,3.0,Major,Task,2015,7,2,Mesos,Resolved,2015-07-22,MESOS-3130,2,0,1.99,Jie Yu,0
Move all MesosContainerizer related files under src/slave/containerizer/mesos,containerization,2.0,Major,Task,2015,7,2,Mesos,Resolved,2015-07-22,MESOS-3129,2,1,1222.77,Gilbert Song,1
Improve task reconciliation documentation.,documentation,1.0,Minor,Improvement,2015,7,2,Mesos,Resolved,2015-07-22,MESOS-3127,2,1,1223.12,Jan Schlicht,1
Updating persistent volumes after slave restart is problematic.,,3.0,Major,Bug,2015,7,2,Mesos,Resolved,2015-07-22,MESOS-3124,2,0,0.95,Jie Yu,0
Add configurable UNIMPLEMENTED macro to stout,stout,2.0,Major,Improvement,2015,7,2,Mesos,Resolved,2015-07-21,MESOS-3122,1,1,1223.68,Joris Van Remoortere,2
Always disable SSLV2,libprocess,2.0,Major,Bug,2015,7,2,Mesos,Resolved,2015-07-21,MESOS-3121,1,1,1223.68,Joris Van Remoortere,2
Remove pthread specific code from Mesos,libprocess,3.0,Major,Improvement,2015,7,2,Mesos,Resolved,2015-07-21,MESOS-3120,1,1,1223.69,Joris Van Remoortere,2
Remove pthread specific code from Libprocess,libprocess,3.0,Major,Improvement,2015,7,6,Mesos,Resolved,2015-07-21,MESOS-3119,1,1,1223.69,Joris Van Remoortere,3
Remove pthread specific code from Stout,stout,3.0,Major,Improvement,2015,7,1,Mesos,Resolved,2015-07-21,MESOS-3118,1,1,1223.69,Joris Van Remoortere,3
Pass ContainerId into `slaveExecutorEnvironmentDecorator` hook,,1.0,Major,Task,2015,7,2,Mesos,Resolved,2015-07-21,MESOS-3117,1,0,1223.8,Kapil Arya,1
Pass ExecutorInfo argument into Isolator::isolate().,,2.0,Major,Task,2015,7,0,Mesos,Resolved,2015-07-21,MESOS-3116,1,0,1223.78,Kapil Arya,1
"Convert mesos::slave::{Limitation,ExecutorRunState} into protobufs.",,1.0,Major,Task,2015,7,2,Mesos,Resolved,2015-07-21,MESOS-3115,1,0,1223.78,Kapil Arya,1
Fetcher should perform cache eviction based on cache file usage patterns.,fetcher,8.0,Major,Improvement,2015,7,5,Mesos,Resolved,2015-07-21,MESOS-3112,1,1,1224.04,Jan Schlicht,2
Harden the CMake system-dependency-locating routines,cmake,3.0,Major,Task,2015,7,2,Mesos,Resolved,2015-07-21,MESOS-3110,1,1,804.73,John Kordich,2
Expand CMake build system to support building the containerizer and associated components,cmake,3.0,Major,Task,2015,7,1,Mesos,Resolved,2015-07-21,MESOS-3109,1,1,496.97,Alex Clemmer,2
Define CMake style guide,cmake,3.0,Major,Task,2015,7,3,Mesos,Resolved,2015-07-21,MESOS-3107,1,1,813.76,Andrew Schwartzmeyer,2
Extend CMake build system to support building against third-party libraries from either the system or the local Mesos rebundling,cmake,5.0,Major,Task,2015,7,1,Mesos,Resolved,2015-07-21,MESOS-3106,1,1,1224.48,Alex Clemmer,4
Separate OS-specific code in the libprocess library,libprocess,5.0,Major,Task,2015,7,2,Mesos,Resolved,2015-07-20,MESOS-3103,0,1,1224.54,Alex Clemmer,1
Separate OS-specific code in the stout library,stout,5.0,Major,Task,2015,7,3,Mesos,Resolved,2015-07-20,MESOS-3102,0,1,1224.54,Joseph Wu,1
Standardize separation of Windows/Linux-specific OS code,stout,3.0,Major,Task,2015,7,3,Mesos,Resolved,2015-07-20,MESOS-3101,0,1,1224.55,Joseph Wu,1
Validation of Docker Image Manifests from Docker Registry,,3.0,Major,Improvement,2015,7,2,Mesos,Resolved,2015-07-20,MESOS-3099,0,0,1224.57,Gilbert Song,1
Implement WindowsContainerizer and WindowsDockerContainerizer,containerization,13.0,Major,Task,2015,7,9,Mesos,Resolved,2015-07-20,MESOS-3098,0,1,1224.59,Joseph Wu,2
OS-specific code touched by the containerizer tests is not Windows compatible,"libprocess,stout",13.0,Minor,Story,2015,7,2,Mesos,Resolved,2015-07-20,MESOS-3097,0,2,1224.58,Daniel Pravat,2
Authentication for Communicating with Docker Registry,,5.0,Major,Improvement,2015,7,0,Mesos,Resolved,2015-07-20,MESOS-3096,0,0,1224.57,Jojy Varghese,1
PoC running command executor with image provisioner,,3.0,Major,Improvement,2015,7,0,Mesos,Resolved,2015-07-20,MESOS-3095,0,0,1224.57,Timothy Chen,1
Support HTTPS requests in libprocess,"containerization,docker",3.0,Major,Improvement,2015,7,3,Mesos,Resolved,2015-07-20,MESOS-3093,0,2,1224.58,Jojy Varghese,1
Update scheduler library to send REQUEST call,,2.0,Major,Task,2015,7,2,Mesos,Resolved,2015-07-20,MESOS-3089,0,0,3.0,Vinod Kone,0
Update scheduler driver to send SUBSCRIBE call,,2.0,Major,Task,2015,7,1,Mesos,Resolved,2015-07-20,MESOS-3088,0,0,1.95,Vinod Kone,0
Typos in oversubscription doc,documentation,1.0,Trivial,Documentation,2015,7,2,Mesos,Resolved,2015-07-20,MESOS-3087,0,1,7.28,haosdent,1
Perf related tests rely on 'cycles' which might not always be present.,,5.0,Major,Bug,2015,7,4,Mesos,Resolved,2015-07-19,MESOS-3082,6,0,1225.76,Jan Schlicht,1
`sudo make distcheck` fails on Ubuntu 14.04 (and possibly other OSes too),,2.0,Blocker,Bug,2015,7,8,Mesos,Resolved,2015-07-18,MESOS-3079,5,0,15.94,Marco Massenzio,2
Registry recovery does not recover the maintenance object.,"master,replicated log",5.0,Major,Task,2015,7,1,Mesos,Resolved,2015-07-17,MESOS-3077,4,2,1227.63,Joseph Wu,1
Add Labels to TaskStatus and expose them via state.json,,2.0,Critical,Task,2015,7,2,Mesos,Resolved,2015-07-17,MESOS-3076,4,0,1227.68,Kapil Arya,1
Add capacity heuristic for quota requests in Master,,3.0,Major,Improvement,2015,7,2,Mesos,Resolved,2015-07-17,MESOS-3074,4,0,1227.9,Alex R,1
Introduce HTTP endpoints for Quota,,3.0,Major,Epic,2015,7,6,Mesos,Resolved,2015-07-17,MESOS-3073,4,0,182.36,Jörg Schad,1
Unify initialization of modularized components,modules,3.0,Major,Improvement,2015,7,4,Mesos,Resolved,2015-07-17,MESOS-3072,4,1,1228.12,Alexander Rojas,1
Registry operations do not exist for manipulating maintanence schedules,"master,replicated log",8.0,Major,Task,2015,7,2,Mesos,Resolved,2015-07-16,MESOS-3069,3,2,1228.74,Joseph Wu,1
Registry operations are hardcoded for a single key (Registry object),"master,replicated log",5.0,Major,Task,2015,7,4,Mesos,Resolved,2015-07-16,MESOS-3068,3,2,1228.76,Joseph Wu,1
Implement a streaming response decoder for events stream,,3.0,Major,Task,2015,7,5,Mesos,Resolved,2015-07-16,MESOS-3067,3,0,8.18,Benjamin Mahler,0
Replicated registry needs a representation of maintenance schedules,"master,replicated log",3.0,Major,Task,2015,7,6,Mesos,Resolved,2015-07-16,MESOS-3066,3,2,1228.76,Joseph Wu,1
Add framework authorization for persistent volume,,5.0,Major,Task,2015,7,5,Mesos,Resolved,2015-07-16,MESOS-3065,3,0,1228.81,Greg Mann,2
Add 'principal' field to 'Resource.DiskInfo.Persistence',,1.0,Major,Task,2015,7,11,Mesos,Resolved,2015-07-16,MESOS-3064,3,0,1228.83,Greg Mann,2
Add authorization for dynamic reservation,master,2.0,Major,Task,2015,7,7,Mesos,Resolved,2015-07-16,MESOS-3062,3,1,1228.84,Greg Mann,2
Expose docker container IP in Master's state.json,,2.0,Critical,Task,2015,7,2,Mesos,Resolved,2015-07-16,MESOS-3061,3,0,1228.9,Kapil Arya,1
FTP response code for success not recognized by fetcher.,fetcher,1.0,Major,Bug,2015,7,4,Mesos,Resolved,2015-07-16,MESOS-3060,3,1,1228.96,Jan Schlicht,2
Master doesn't properly handle SUBSCRIBE call,,2.0,Major,Bug,2015,7,2,Mesos,Resolved,2015-07-15,MESOS-3055,2,0,1.22,Vinod Kone,0
performance issues with port ranges comparison,allocation,8.0,Major,Bug,2015,7,10,Mesos,Resolved,2015-07-15,MESOS-3051,2,1,1230.3,Jörg Schad,1
Failing ROOT_ tests on CentOS 7.1,"containerization,docker,test",5.0,Blocker,Bug,2015,7,25,Mesos,Resolved,2015-07-15,MESOS-3050,2,3,36.71,Marco Massenzio,1
Stout's UUID re-seeds a new random generator during each call to UUID::random.,stout,3.0,Major,Bug,2015,7,18,Mesos,Resolved,2015-07-14,MESOS-3046,1,1,65.77,Klaus Ma,2
Maintenance information is not populated in case of failover,master,3.0,Major,Task,2015,7,4,Mesos,Resolved,2015-07-14,MESOS-3045,1,1,1230.64,Joseph Wu,1
Slaves are not deactivated upon reaching a maintenance window,master,8.0,Major,Task,2015,7,1,Mesos,Resolved,2015-07-14,MESOS-3044,1,1,1230.73,Artem Harutyunyan,1
Master does not handle InverseOffers in the Accept call (Event/Call API),master,3.0,Major,Task,2015,7,2,Mesos,Resolved,2015-07-14,MESOS-3043,1,1,1230.74,Joris Van Remoortere,1
Master/Allocator does not send InverseOffers to resources to be maintained,"allocation,master",8.0,Major,Task,2015,7,2,Mesos,Resolved,2015-07-14,MESOS-3042,1,2,1230.75,Joris Van Remoortere,1
Allow executors binding IP to be different than Slave binding IP.,,2.0,Critical,Improvement,2015,7,1,Mesos,Resolved,2015-07-14,MESOS-3039,1,0,1231.46,Kapil Arya,1
"Resource offers do not contain Unavailability, given a maintenance schedule","allocation,master",8.0,Major,Task,2015,7,2,Mesos,Resolved,2015-07-14,MESOS-3038,1,2,1231.48,Joris Van Remoortere,1
Add a SUPPRESS call to the scheduler,,3.0,Major,Improvement,2015,7,12,Mesos,Resolved,2015-07-13,MESOS-3037,0,0,66.98,Guangya Liu,1
Document containerizer launch ,containerization,3.0,Minor,Documentation,2015,7,4,Mesos,Resolved,2015-07-13,MESOS-3032,0,1,1231.74,Jojy Varghese,3
0.22.x scheduler driver drops 0.23.x reconciliation status updates due to missing StatusUpdate.uuid.,,3.0,Blocker,Bug,2015,7,2,Mesos,Resolved,2015-07-09,MESOS-3025,3,0,0.17,Benjamin Mahler,1
